id,fraud,date,amount,use_chip,merchant_city,merchant_state,mcc,errors,card_brand,card_type,has_chip,credit_limit,num_cards_issued,credit_score,total_debt,num_credit_cards,yearly_income
17123199,0,2015-12-21 13:45:00,$61.26,Chip Transaction,Cocoa,FL,5541,No Error,Mastercard,Debit (Prepaid),YES,102,1,644,22192,3,12796
16793760,0,2015-10-12 08:12:00,$32.57,Chip Transaction,Vincentown,NJ,5411,No Error,Visa,Debit,YES,14477,2,730,132715,2,59114
13369704,1,2013-09-28 13:16:00,$2.34,Online Transaction,ONLINE,Unknown,5310,No Error,Mastercard,Debit,YES,16502,1,693,69393,5,38394
10790259,0,2012-02-27 16:36:00,$55.68,Online Transaction,ONLINE,Unknown,5311,No Error,Discover,Credit,YES,8900,2,686,1248,6,31943
16823126,1,2015-10-18 12:21:00,$104.63,Online Transaction,ONLINE,Unknown,5094,No Error,Mastercard,Debit,YES,5082,2,683,0,5,26696
16392035,0,2015-07-18 08:54:00,$40.25,Chip Transaction,Utica,NY,5211,No Error,Visa,Debit,YES,26222,1,681,95988,2,41379
13195899,0,2013-08-21 11:39:00,$27.00,Online Transaction,ONLINE,Unknown,4784,No Error,Visa,Debit (Prepaid),YES,71,2,726,20432,6,42806
17659469,0,2016-04-15 09:08:00,$141.71,Chip Transaction,Arlington,MA,5541,No Error,Visa,Credit,YES,17300,1,503,181429,2,82974
9137019,0,2011-02-10 10:15:00,$1.02,Swipe Transaction,Oak View,CA,5499,No Error,Mastercard,Credit,YES,9500,1,701,16437,4,36724
8717243,0,2010-11-02 15:16:00,$143.14,Swipe Transaction,Boulder,CO,5411,No Error,Mastercard,Credit,YES,19600,2,707,131731,4,63974
8286961,0,2010-07-22 05:49:00,$-378.00,Swipe Transaction,Sycamore,IL,3780,No Error,Mastercard,Debit,YES,36912,2,500,1741,3,41843
8263532,0,2010-07-16 11:11:00,$60.00,Swipe Transaction,Palm Bay,FL,4829,No Error,Visa,Debit,YES,12252,1,643,49366,3,35978
20132602,0,2017-09-22 19:14:00,$35.69,Chip Transaction,Charlestown,NH,7832,No Error,Visa,Debit,YES,19103,2,628,54157,3,43144
9518277,0,2011-05-10 17:08:00,$52.00,Swipe Transaction,Somerset,NJ,5499,No Error,Mastercard,Debit,YES,10442,2,731,83828,2,66489
22893385,0,2019-05-01 02:22:00,$51.04,Chip Transaction,Oklahoma City,OK,5211,No Error,Visa,Credit,YES,5000,2,706,11436,6,31046
18900903,0,2017-01-05 06:41:00,$16.14,Swipe Transaction,Louisville,OH,5912,No Error,Mastercard,Credit,YES,2400,2,755,93255,5,38611
14300247,0,2014-04-20 16:47:00,$63.58,Swipe Transaction,Bismarck,ND,7538,No Error,Mastercard,Debit,YES,24772,2,740,110153,4,48277
20370973,0,2017-11-12 13:05:00,$7.76,Chip Transaction,Huntington Station,NY,5411,No Error,Visa,Credit,YES,20100,1,721,136853,4,71103
18630234,1,2016-11-08 11:30:00,$53.99,Online Transaction,ONLINE,Unknown,5311,No Error,Visa,Credit,YES,2500,1,624,87970,3,56605
21451511,0,2018-06-29 16:07:00,$68.44,Swipe Transaction,Red Oak,TX,5499,No Error,Mastercard,Credit,NO,3800,1,807,65917,3,42883
14731536,0,2014-07-24 08:39:00,$3.71,Swipe Transaction,Riceboro,GA,5411,No Error,Visa,Credit,YES,17300,1,503,181429,2,82974
15158391,0,2014-10-25 06:56:00,$1.71,Swipe Transaction,Waco,TX,5812,No Error,Visa,Debit,YES,11168,1,731,22976,3,23469
22901771,1,2019-05-02 18:35:00,$114.62,Chip Transaction,Rome,Italy,5310,No Error,Amex,Credit,YES,2800,1,759,21103,2,21867
20812597,0,2018-02-14 07:27:00,$21.76,Chip Transaction,Sodus Point,NY,7538,No Error,Visa,Credit,YES,6400,2,655,59247,4,34057
16552634,0,2015-08-21 14:41:00,$135.20,Chip Transaction,Yuma,AZ,5655,No Error,Amex,Credit,YES,9600,2,745,58509,6,51528
11405456,0,2012-07-17 09:17:00,$102.43,Swipe Transaction,Minneapolis,MN,5300,No Error,Discover,Credit,YES,15000,2,721,30510,3,23011
20162376,0,2017-09-29 08:57:00,$178.49,Chip Transaction,Lincoln,RI,5300,No Error,Mastercard,Debit,YES,18573,1,705,123198,6,49464
11257758,0,2012-06-13 23:26:00,$1.54,Swipe Transaction,Fisher,IL,5499,No Error,Mastercard,Debit (Prepaid),YES,114,1,747,13326,5,34619
12852858,0,2013-06-07 06:40:00,$23.76,Swipe Transaction,San Jose,CA,7210,No Error,Mastercard,Debit,YES,29716,1,728,25844,4,31287
12014512,0,2012-12-01 17:33:00,$28.24,Online Transaction,ONLINE,Unknown,4121,No Error,Mastercard,Credit,YES,6200,2,625,93823,7,39911
13465611,0,2013-10-19 14:08:00,$52.00,Swipe Transaction,New York,NY,5541,No Error,Visa,Debit,YES,21749,1,712,44190,3,71909
18621303,1,2016-11-06 13:23:00,$197.90,Online Transaction,ONLINE,Unknown,5311,No Error,Visa,Debit,YES,17104,2,685,97188,6,41002
10893388,0,2012-03-23 07:10:00,$71.19,Swipe Transaction,York,NE,5541,No Error,Visa,Debit,YES,11347,2,684,33657,4,36753
18684403,0,2016-11-20 03:18:00,$44.55,Chip Transaction,Phelan,CA,5310,No Error,Mastercard,Debit (Prepaid),YES,49,2,832,76538,3,31632
19399099,0,2017-04-20 23:31:00,$12.12,Swipe Transaction,El Paso,TX,5300,No Error,Visa,Debit (Prepaid),NO,60,2,651,84935,3,34302
11580884,0,2012-08-25 19:27:00,$78.37,Swipe Transaction,San Francisco,CA,5812,No Error,Mastercard,Debit,YES,43169,1,694,63075,6,88432
18725751,0,2016-11-28 16:00:00,$51.12,Chip Transaction,Madison,AL,5541,No Error,Mastercard,Debit,YES,17314,1,564,1620,4,22326
18544317,0,2016-10-21 06:15:00,$3.04,Chip Transaction,Detroit,MI,5942,No Error,Mastercard,Debit,YES,20913,2,784,80057,4,65403
16779303,0,2015-10-09 07:27:00,$34.53,Swipe Transaction,Bangor,PA,5311,No Error,Amex,Credit,YES,8600,2,703,60156,4,34531
22833107,0,2019-04-18 10:09:00,$35.92,Online Transaction,ONLINE,Unknown,4784,No Error,Visa,Credit,YES,13800,1,725,68559,4,52630
7552873,0,2010-01-20 19:05:00,$149.04,Swipe Transaction,Blackville,SC,4900,No Error,Amex,Credit,YES,6500,1,734,83995,6,25257
8041332,0,2010-05-23 06:59:00,$10.13,Swipe Transaction,Poughkeepsie,NY,5814,No Error,Mastercard,Debit,YES,17718,1,717,418,5,51717
17739965,0,2016-05-02 13:32:00,$38.20,Swipe Transaction,Alvin,TX,5541,No Error,Visa,Debit,YES,15338,1,713,68989,2,44766
21951472,0,2018-10-13 12:38:00,$62.62,Swipe Transaction,Orchard Park,NY,5912,No Error,Visa,Debit,YES,15934,1,726,14135,4,43070
20379727,0,2017-11-14 11:20:00,$56.00,Chip Transaction,Barberton,OH,5541,No Error,Mastercard,Debit,YES,23688,1,715,31815,2,36405
19592422,0,2017-05-31 18:49:00,$68.85,Chip Transaction,Cotton Valley,LA,5812,No Error,Visa,Debit,YES,3648,2,811,71366,6,34172
22591185,0,2019-02-25 22:46:00,$34.49,Chip Transaction,Jessup,MD,5814,No Error,Visa,Debit,YES,19256,2,737,141151,4,58463
11311274,0,2012-06-26 05:30:00,$15.89,Swipe Transaction,Columbus,OH,5813,No Error,Mastercard,Debit,YES,12275,2,735,0,6,37556
7815905,0,2010-03-28 07:49:00,$67.33,Online Transaction,ONLINE,Unknown,4814,No Error,Visa,Debit,YES,22457,1,741,49537,3,31343
23316834,0,2019-07-29 12:36:00,$6.65,Chip Transaction,Fresno,CA,5499,No Error,Discover,Credit,YES,8700,2,697,1213,5,26126
10208562,0,2011-10-17 13:32:00,$7.45,Swipe Transaction,Wauconda,IL,5912,No Error,Mastercard,Debit,YES,22242,1,782,1574,6,40787
19559502,0,2017-05-24 21:03:00,$100.00,Chip Transaction,Belleville,IL,4829,No Error,Visa,Debit,YES,9562,2,657,51844,1,40894
19356037,0,2017-04-11 21:33:00,$2.08,Chip Transaction,Brandon,MN,5499,No Error,Mastercard,Debit,YES,20097,2,706,81016,3,41141
22220994,0,2018-12-09 13:57:00,$51.21,Chip Transaction,Humble,TX,5211,No Error,Mastercard,Credit,YES,22200,2,489,114251,3,67170
16092235,0,2015-05-15 08:34:00,$5.79,Chip Transaction,Placentia,CA,5411,No Error,Mastercard,Debit,YES,26162,1,682,17835,4,46945
10298832,0,2011-11-07 10:32:00,$1.60,Swipe Transaction,Frankfort,IN,5411,No Error,Mastercard,Debit,YES,23039,2,850,1828,6,24884
20636772,0,2018-01-07 15:06:00,$130.93,Chip Transaction,Calistoga,CA,4900,No Error,Discover,Credit,YES,12300,1,795,96994,3,43579
21559817,0,2018-07-22 12:06:00,$4.98,Online Transaction,ONLINE,Unknown,4814,No Error,Visa,Credit,YES,5900,2,683,80441,3,48406
11701737,0,2012-09-22 07:30:00,$4.91,Swipe Transaction,Noblesville,IN,5411,No Error,Visa,Debit,YES,11737,1,751,1218,4,50232
12534299,0,2013-03-28 12:25:00,$40.64,Swipe Transaction,San Antonio,TX,5251,No Error,Amex,Credit,YES,9500,1,659,69819,3,35906
8678791,0,2010-10-24 12:12:00,$89.40,Swipe Transaction,Bennett,CO,5499,No Error,Mastercard,Debit,YES,31604,2,689,37361,8,53762
15242147,0,2014-11-12 12:20:00,$120.00,Swipe Transaction,Hamilton,OH,4829,No Error,Mastercard,Debit,YES,14850,2,654,46298,4,37645
11172256,0,2012-05-25 14:49:00,$43.73,Swipe Transaction,Wichita Falls,TX,5541,No Error,Visa,Debit (Prepaid),YES,65,1,681,18693,4,27943
9457219,0,2011-04-26 12:40:00,$15.25,Swipe Transaction,Fontana,CA,5411,No Error,Visa,Credit,YES,6900,2,691,0,4,28007
17624353,1,2016-04-07 14:41:00,$22.87,Online Transaction,ONLINE,Unknown,5814,No Error,Mastercard,Debit,YES,23481,1,709,18724,8,48750
21177495,1,2018-05-02 13:31:00,$20.43,Swipe Transaction,Rome,Italy,5311,No Error,Mastercard,Debit,NO,10538,2,747,1758,5,16342
14240330,0,2014-04-07 13:21:00,$48.91,Swipe Transaction,Hebbronville,TX,5541,No Error,Mastercard,Debit,NO,19554,1,745,54351,2,32126
13716851,0,2013-12-14 04:35:00,$11.20,Swipe Transaction,Lady Lake,FL,5211,No Error,Mastercard,Debit (Prepaid),YES,49,1,654,33926,1,16628
23105461,0,2019-06-15 06:48:00,$52.77,Chip Transaction,Corpus Christi,TX,5499,No Error,Mastercard,Credit,YES,12000,1,713,101549,3,45497
23340452,1,2019-08-03 13:05:00,$38.86,Chip Transaction,Rome,Italy,5311,No Error,Mastercard,Debit,YES,15849,2,683,71022,4,45202
7563977,0,2010-01-23 18:49:00,$0.93,Swipe Transaction,Statesville,NC,5499,No Error,Mastercard,Debit,YES,22137,2,695,57746,3,37617
8696898,0,2010-10-28 16:17:00,$56.25,Swipe Transaction,Zion Grove,PA,7538,No Error,Visa,Debit,YES,31535,2,724,98151,3,41473
10051289,0,2011-09-11 09:37:00,$3.75,Swipe Transaction,Banning,CA,5499,No Error,Discover,Credit,YES,5200,2,769,21869,6,26511
12461980,0,2013-03-12 10:32:00,$75.00,Swipe Transaction,Oakland,OR,5541,No Error,Mastercard,Credit,YES,3400,2,680,1674,3,38194
22030571,0,2018-10-30 11:13:00,$9.27,Chip Transaction,Bellaire,OH,5411,No Error,Visa,Credit,YES,11100,2,693,44263,3,43133
21169726,1,2018-04-30 18:35:00,$0.19,Swipe Transaction,Rome,Italy,5651,No Error,Mastercard,Debit,NO,10538,2,747,1758,5,16342
15942316,0,2015-04-12 17:19:00,$36.87,Online Transaction,ONLINE,Unknown,4784,No Error,Visa,Debit,YES,29573,2,631,67164,4,51196
10283586,0,2011-11-03 15:55:00,$98.71,Swipe Transaction,Oakland,CA,7538,No Error,Mastercard,Debit,YES,40628,2,694,225017,3,107683
13342377,1,2013-09-22 12:50:00,$109.00,Online Transaction,ONLINE,Unknown,3387,No Error,Visa,Debit,YES,9062,1,491,61861,3,39521
11498232,0,2012-08-07 09:11:00,$5.81,Swipe Transaction,Newark,NJ,5814,No Error,Visa,Debit,YES,17082,2,660,51741,6,35418
7731950,0,2010-03-07 05:40:00,$9.65,Swipe Transaction,Mentor,OH,5812,No Error,Mastercard,Debit,YES,22964,1,690,2470,4,29517
13829636,1,2014-01-07 13:36:00,$157.73,Online Transaction,ONLINE,Unknown,5311,No Error,Mastercard,Debit,YES,14418,2,748,58765,3,42976
21367132,0,2018-06-11 19:43:00,$16.06,Chip Transaction,Dayton,KY,5812,No Error,Amex,Credit,YES,13300,1,746,25277,3,35227
20110451,0,2017-09-18 10:15:00,$7.59,Chip Transaction,Houston,TX,5411,No Error,Visa,Debit,YES,19264,2,704,140107,5,63356
18048486,0,2016-07-07 08:47:00,$4.42,Chip Transaction,Fort Wayne,IN,5411,No Error,Visa,Debit,YES,13569,1,498,1597,5,21815
16864441,0,2015-10-27 10:10:00,$12.55,Chip Transaction,San Carlos,CA,4814,No Error,Mastercard,Debit,YES,70187,1,764,6229,8,82009
23099107,0,2019-06-13 16:58:00,$14.76,Swipe Transaction,Port Orange,FL,9402,No Error,Visa,Debit,NO,25942,1,770,42011,3,44681
14740493,0,2014-07-26 07:52:00,$44.13,Swipe Transaction,Cleveland,OH,4111,No Error,Discover,Credit,YES,11900,1,695,86837,6,41091
22586414,0,2019-02-25 02:47:00,$83.11,Swipe Transaction,Placentia,CA,5300,No Error,Visa,Credit,YES,13700,1,682,17835,4,46945
17716890,0,2016-04-27 13:01:00,$146.55,Online Transaction,ONLINE,Unknown,4814,No Error,Visa,Debit,YES,45377,2,770,210445,1,100880
9433981,0,2011-04-21 06:28:00,$3.85,Swipe Transaction,Acworth,GA,5411,No Error,Amex,Credit,YES,13300,1,746,126806,3,58846
13463893,1,2013-10-19 08:52:00,$99.79,Online Transaction,ONLINE,Unknown,5661,No Error,Visa,Debit,YES,14959,2,688,812,6,9678
14005777,0,2014-02-15 09:13:00,$51.75,Online Transaction,ONLINE,Unknown,4784,No Error,Mastercard,Debit,YES,3836,1,625,63194,3,44839
20213950,0,2017-10-10 08:46:00,$7.74,Chip Transaction,Sutherland,VA,5814,No Error,Mastercard,Debit,YES,9059,1,749,42507,4,30910
11402531,0,2012-07-16 14:53:00,$41.54,Online Transaction,ONLINE,Unknown,4121,No Error,Mastercard,Debit,YES,28747,2,822,120733,2,85694
10850017,0,2012-03-13 10:26:00,$38.82,Swipe Transaction,Seattle,WA,5411,No Error,Mastercard,Debit,YES,9683,2,716,115362,5,76431
12748849,0,2013-05-15 05:27:00,$588.46,Online Transaction,ONLINE,Unknown,6300,No Error,Mastercard,Credit,YES,12900,1,773,0,3,57185
11960912,0,2012-11-19 18:59:00,$1.05,Swipe Transaction,Statesville,NC,5499,No Error,Mastercard,Debit,YES,17598,1,695,57746,3,37617
22377957,0,2019-01-11 20:50:00,$48.31,Online Transaction,ONLINE,Unknown,4121,No Error,Mastercard,Debit,YES,27046,2,733,12777,5,44469
9172486,0,2011-02-18 15:11:00,$37.48,Swipe Transaction,Rockford,IL,5311,No Error,Mastercard,Debit,YES,21727,1,767,109623,3,50139
13978630,1,2014-02-09 09:09:00,$355.00,Online Transaction,ONLINE,Unknown,3730,No Error,Amex,Credit,YES,10800,1,717,61245,4,40891
23465419,0,2019-08-29 23:42:00,$2.12,Chip Transaction,Aurora,CO,5411,No Error,Visa,Debit,YES,23878,1,718,9066,4,45754
20487970,0,2017-12-07 09:06:00,$9.12,Swipe Transaction,Crown Point,IN,5814,No Error,Mastercard,Debit (Prepaid),NO,130,2,685,128676,5,53350
15047789,0,2014-09-30 21:28:00,$-80.00,Swipe Transaction,Oviedo,FL,5499,No Error,Mastercard,Credit,YES,9200,3,636,93460,3,55571
14634219,0,2014-07-02 21:17:00,$1.31,Swipe Transaction,Memphis,TN,5912,No Error,Mastercard,Debit,YES,19137,1,746,0,4,38249
17532443,0,2016-03-19 00:12:00,$86.89,Chip Transaction,Columbus,OH,5541,No Error,Mastercard,Debit,YES,22044,1,735,0,6,37556
13521828,0,2013-11-01 06:19:00,$19.02,Online Transaction,ONLINE,Unknown,4121,No Error,Visa,Credit,YES,9900,1,788,14408,4,27772
20535531,0,2017-12-17 09:46:00,$44.07,Chip Transaction,Winston,GA,5541,No Error,Visa,Debit,YES,21087,1,635,64994,1,46108
22010897,0,2018-10-26 07:19:00,$42.14,Chip Transaction,Berea,OH,5300,No Error,Visa,Debit,YES,13435,2,722,93844,3,37169
8331070,0,2010-08-01 17:05:00,$43.91,Swipe Transaction,Fort Lauderdale,FL,7832,No Error,Visa,Debit,YES,12252,1,643,49366,3,35978
21783628,1,2018-09-07 19:13:00,$102.49,Chip Transaction,Rome,Italy,5310,Insufficient Balance,Visa,Debit,YES,20943,1,733,9097,6,56542
15817789,0,2015-03-16 23:47:00,$146.00,Chip Transaction,Mumbai,India,3722,No Error,Mastercard,Credit,YES,9700,2,791,93406,5,63030
20306377,0,2017-10-29 18:37:00,$93.35,Swipe Transaction,Liberty,TX,5311,No Error,Visa,Credit,NO,22800,2,690,114266,5,53357
15030522,0,2014-09-27 09:56:00,$60.00,Swipe Transaction,San Leandro,CA,5499,No Error,Mastercard,Debit,YES,27243,1,743,15336,5,30962
19392597,0,2017-04-19 14:54:00,$40.00,Chip Transaction,Barbourville,KY,4829,No Error,Mastercard,Debit,YES,11919,1,724,58373,5,32128
19054067,0,2017-02-06 17:20:00,$24.92,Chip Transaction,Philadelphia,PA,5813,No Error,Visa,Debit,YES,13905,1,795,96994,3,43579
21346143,0,2018-06-07 11:33:00,$77.25,Chip Transaction,Bessemer,AL,5912,No Error,Visa,Debit,YES,15814,1,689,54899,4,40473
8070891,1,2010-05-30 12:06:00,$-249.00,Online Transaction,ONLINE,Unknown,3780,No Error,Mastercard,Debit (Prepaid),YES,46,2,694,142314,3,49577
11809140,0,2012-10-16 12:05:00,$10.76,Swipe Transaction,Freeport,PA,5812,No Error,Mastercard,Debit,NO,415,1,745,30574,2,36440
14462500,0,2014-05-26 10:27:00,$12.51,Swipe Transaction,Inglewood,CA,5411,No Error,Mastercard,Debit,YES,6090,2,669,13411,1,28245
13176680,0,2013-08-17 07:50:00,$10.18,Swipe Transaction,Cleveland,OH,5921,No Error,Mastercard,Credit,YES,4900,1,772,10928,4,13089
10852697,0,2012-03-13 21:36:00,$54.12,Swipe Transaction,Kahului,HI,5300,No Error,Visa,Debit,YES,15516,2,725,472,5,42306
14555240,0,2014-06-15 16:11:00,$0.86,Swipe Transaction,Myrtle Beach,SC,5499,No Error,Amex,Credit,YES,10100,2,705,27209,6,32817
17751546,0,2016-05-04 23:13:00,$77.00,Chip Transaction,Berkeley Heights,NJ,5541,No Error,Mastercard,Debit,YES,25422,1,505,242379,1,109673
17281326,0,2016-01-24 10:30:00,$0.30,Chip Transaction,Pompano Beach,FL,5499,No Error,Visa,Debit,YES,38171,2,692,112785,3,76305
9814193,0,2011-07-18 14:28:00,$99.00,Swipe Transaction,Le Mars,IA,5499,No Error,Amex,Credit,YES,9500,2,718,76392,3,40478
13512137,0,2013-10-29 19:52:00,$99.31,Swipe Transaction,Quincy,MA,5300,No Error,Visa,Debit,YES,21073,1,711,133421,2,72470
17468861,0,2016-03-05 11:43:00,$16.11,Chip Transaction,Waianae,HI,5912,No Error,Visa,Debit,YES,3973,2,732,54455,3,35016
14138535,0,2014-03-16 08:24:00,$2.28,Swipe Transaction,Staunton,IL,5411,No Error,Visa,Debit,YES,9562,2,657,51844,1,40894
17550965,0,2016-03-23 00:53:00,$3.31,Swipe Transaction,Alamo,TX,5411,No Error,Mastercard,Debit,YES,8638,2,825,60152,4,20577
18938113,0,2017-01-13 01:13:00,$233.62,Online Transaction,ONLINE,Unknown,4814,No Error,Visa,Debit,YES,3867,1,812,54771,4,21397
17537211,0,2016-03-20 06:29:00,$55.00,Chip Transaction,O Fallon,MO,5499,No Error,Mastercard,Debit,YES,12212,2,667,29112,5,17056
20709642,0,2018-01-23 08:24:00,$2.97,Chip Transaction,Madison,WI,5541,No Error,Visa,Debit,YES,24806,1,719,114254,2,48279
15814790,0,2015-03-16 10:29:00,$60.34,Chip Transaction,Hamilton,OH,5300,No Error,Mastercard,Credit,YES,14100,2,682,43630,3,39898
16428527,0,2015-07-25 23:48:00,$-96.00,Chip Transaction,Hubbard,OH,5541,No Error,Discover,Credit,YES,14600,2,665,66403,1,37415
11180600,1,2012-05-27 13:45:00,$93.07,Online Transaction,ONLINE,Unknown,5311,No Error,Mastercard,Debit,YES,20195,2,742,90248,3,66230
8454154,0,2010-08-31 10:37:00,$13.75,Swipe Transaction,Eastlake,OH,5411,No Error,Visa,Debit,YES,22124,1,695,86837,6,41091
14235856,0,2014-04-06 13:57:00,$2.16,Swipe Transaction,Birmingham,AL,5411,No Error,Mastercard,Credit,YES,0,1,747,1758,5,16342
17869277,0,2016-05-30 08:12:00,$77.67,Chip Transaction,Boston,MA,7538,No Error,Mastercard,Debit,YES,29170,1,735,61817,4,80156
18320005,0,2016-09-03 08:12:00,$2.61,Chip Transaction,Vancouver,Canada,5499,No Error,Visa,Debit,YES,26024,1,714,2279,5,41763
14467540,0,2014-05-27 11:47:00,$8.79,Swipe Transaction,Lawrence,KS,5411,No Error,Mastercard,Credit,YES,12500,1,720,54406,3,50934
16077833,0,2015-05-12 06:20:00,$69.00,Chip Transaction,Holly,MI,5499,No Error,Mastercard,Credit,YES,10800,2,814,108449,5,46244
18588928,0,2016-10-30 15:05:00,$24.97,Chip Transaction,Seattle,WA,4121,No Error,Mastercard,Debit,YES,54517,1,709,115702,3,71427
21294690,0,2018-05-27 11:53:00,$76.31,Chip Transaction,Henrico,VA,5912,No Error,Visa,Debit,YES,28166,2,729,133935,6,42652
11267533,0,2012-06-16 07:08:00,$60.82,Swipe Transaction,Dallas,TX,5499,Insufficient Balance,Amex,Credit,YES,9000,1,706,44404,4,25883
13436193,0,2013-10-13 07:53:00,$0.35,Swipe Transaction,Frisco,CO,5411,No Error,Visa,Debit,YES,27623,2,734,0,3,67589
17770695,0,2016-05-09 07:19:00,$100.00,Swipe Transaction,Rio Rancho,NM,4829,No Error,Visa,Credit,NO,7100,2,707,0,3,31369
22010832,0,2018-10-26 07:06:00,$3.75,Chip Transaction,San Francisco,CA,5541,No Error,Amex,Credit,YES,27500,1,736,1676,6,65055
14691944,0,2014-07-15 12:26:00,$559.34,Swipe Transaction,Fayetteville,NC,3260,No Error,Mastercard,Debit,YES,15518,2,752,43645,5,49570
11467079,0,2012-07-31 08:41:00,$22.81,Online Transaction,ONLINE,Unknown,4784,No Error,Mastercard,Debit,NO,21820,1,575,30887,3,35404
9543355,0,2011-05-16 15:54:00,$82.15,Swipe Transaction,Seabrook,TX,7230,No Error,Visa,Debit,YES,30891,1,710,120771,4,76288
9669782,0,2011-06-15 07:53:00,$11.54,Swipe Transaction,Rush,NY,5411,No Error,Mastercard,Debit,YES,30547,1,779,3628,8,54013
21243636,0,2018-05-16 14:24:00,$21.01,Chip Transaction,Mesquite,TX,5211,No Error,Visa,Credit,YES,9800,1,726,923,6,37623
10880035,0,2012-03-20 07:57:00,$2.60,Swipe Transaction,Poland,NY,5411,No Error,Visa,Debit,YES,4924,2,708,45559,3,36050
23398719,0,2019-08-15 19:32:00,$97.00,Chip Transaction,Frankfort,IN,5499,No Error,Visa,Credit,YES,5700,2,850,1828,6,24884
9523697,0,2011-05-12 06:01:00,$40.00,Swipe Transaction,New Waterford,OH,4829,No Error,Discover,Credit,YES,14600,2,665,66403,1,37415
11198086,0,2012-05-31 12:52:00,$54.87,Swipe Transaction,Solon,IA,5651,No Error,Visa,Credit,NO,16700,1,725,173887,5,59248
15090388,0,2014-10-10 09:35:00,$18.47,Swipe Transaction,Great Falls,MT,9402,No Error,Mastercard,Debit,YES,14859,2,809,77817,4,39882
13535618,0,2013-11-04 03:49:00,$3.87,Swipe Transaction,Capac,MI,5541,No Error,Visa,Debit (Prepaid),YES,63,2,701,53696,4,42701
18574369,0,2016-10-27 12:04:00,$39.42,Online Transaction,ONLINE,Unknown,4784,No Error,Mastercard,Debit,YES,19919,2,707,42369,7,44383
7956753,0,2010-05-02 10:00:00,$-95.00,Swipe Transaction,Berkeley Heights,NJ,5499,No Error,Mastercard,Debit,YES,25422,1,505,242379,1,109673
14547243,0,2014-06-13 23:51:00,$88.50,Swipe Transaction,Jenison,MI,5411,No Error,Discover,Credit,YES,13000,1,773,28032,4,38487
19207833,0,2017-03-11 09:46:00,$6.33,Chip Transaction,Buffalo,NY,5942,No Error,Mastercard,Debit,YES,17995,1,733,36288,5,52841
20713193,0,2018-01-23 22:50:00,$36.27,Chip Transaction,Valdosta,GA,5814,No Error,Mastercard,Debit,YES,10776,1,684,3723,3,8526
23701783,0,2019-10-19 07:38:00,$33.10,Swipe Transaction,Murphys,CA,7538,No Error,Visa,Debit,NO,7943,1,734,74530,5,33540
18615215,0,2016-11-05 09:26:00,$57.80,Chip Transaction,Rockville Centre,NY,7538,No Error,Amex,Credit,YES,13400,1,831,39076,3,103294
10676734,0,2012-02-01 17:48:00,$31.04,Swipe Transaction,Keystone Heights,FL,5300,No Error,Amex,Credit,YES,10300,1,738,70128,3,40156
13975206,1,2014-02-08 12:51:00,$2.81,Online Transaction,ONLINE,Unknown,4829,No Error,Mastercard,Debit (Prepaid),YES,62,1,700,100192,6,192269
22046301,0,2018-11-02 14:18:00,$60.00,Chip Transaction,Wolfeboro,NH,5541,No Error,Mastercard,Credit,YES,7100,2,578,98763,1,50523
8586251,0,2010-10-02 07:31:00,$68.64,Swipe Transaction,West Kingston,RI,7538,No Error,Mastercard,Debit,YES,15813,2,709,96864,5,63684
22859523,1,2019-04-23 18:23:00,$62.57,Chip Transaction,Rome,Italy,5211,No Error,Amex,Credit,YES,14800,1,701,59062,3,39700
12800410,0,2013-05-26 11:40:00,$8.43,Swipe Transaction,Chattanooga,TN,5812,No Error,Visa,Credit,YES,11200,2,705,20906,3,44831
13989319,0,2014-02-11 13:20:00,$57.54,Swipe Transaction,Walnut Creek,CA,5912,No Error,Visa,Credit,NO,5200,2,609,4031,2,79870
20484985,1,2017-12-06 14:10:00,$176.12,Chip Transaction,Rome,Italy,5045,No Error,Visa,Debit (Prepaid),YES,29,2,736,52578,4,70840
19610427,0,2017-06-04 15:05:00,$339.05,Swipe Transaction,Las Vegas,NV,3775,No Error,Visa,Credit,NO,2600,2,681,101323,4,50177
19538437,0,2017-05-20 10:51:00,$43.59,Chip Transaction,Santa Barbara,CA,5300,No Error,Mastercard,Debit,YES,12925,1,781,79302,4,39733
10394142,0,2011-11-29 09:23:00,$40.00,Swipe Transaction,Columbia,SC,4829,No Error,Visa,Debit,YES,13452,2,645,74143,2,34517
9523787,0,2011-05-12 06:20:00,$4.36,Swipe Transaction,Tacoma,WA,5812,No Error,Discover,Credit,YES,10600,1,721,64098,2,41483
11055049,0,2012-04-29 00:01:00,$60.09,Swipe Transaction,Levittown,PA,4900,No Error,Visa,Debit,YES,24546,1,813,406,5,26476
7687418,0,2010-02-23 17:18:00,$236.93,Swipe Transaction,Beaumont,TX,4900,No Error,Mastercard,Credit,NO,22900,2,815,39326,4,94260
18276867,0,2016-08-24 21:14:00,$65.43,Chip Transaction,Pensacola,FL,5812,No Error,Discover,Credit,YES,9600,1,850,39882,3,36671
15245599,0,2014-11-13 09:30:00,$76.24,Swipe Transaction,Lake Charles,LA,5912,No Error,Mastercard,Debit,YES,12852,2,761,69070,6,54587
12793053,0,2013-05-24 18:06:00,$69.41,Swipe Transaction,Avon,OH,5942,No Error,Amex,Credit,YES,13400,1,693,44263,3,43133
